timestamp,watch_bpm
1.4239654999983031,77.49179709108559
2.423965499998303,49.53266984765223
3.423965499998303,62.32125388442094
4.423965499998303,104.19044346018093
5.423965499998303,121.81192716663662
6.423965499998303,107.89900534609653
7.423965499998303,83.63539561721944
8.423965499998303,55.15890672826998
9.423965499998303,67.50997193323596
10.423965499998303,130.80059990188252
11.423965499998303,52.58372699053814
12.423965499998303,40.947304999723585
13.423965499998303,46.73664524907244
14.423965499998303,75.85441849767624
15.423965499998303,99.31530626915263
16.423965499998303,72.55832102255
17.423965499998303,82.67359602954937
18.423965499998303,
19.423965499998303,57.68983125513758
20.423965499998303,63.305373597632695
21.423965499998303,65.05113367365928
22.423965499998303,61.12269959993793
23.423965499998303,65.38198384974655
24.423965499998303,108.0121995916834
25.423965499998303,63.260445325562145
26.423965499998303,58.72874154468713
27.423965499998303,45.5683479449689
28.423965499998303,99.16129962174217
29.423965499998303,63.534635907267486
30.423965499998303,58.512025400433075
31.423965499998303,54.31987695264374
32.4239654999983,65.04339407824969
33.4239654999983,64.72078896938895
34.4239654999983,50.7024782783534
35.4239654999983,136.0163048056902
36.4239654999983,68.54619460698689
37.4239654999983,85.80664607613217
38.4239654999983,165.53742857163172
39.4239654999983,64.70506148201127
40.4239654999983,140.7709546116097
41.4239654999983,86.05309937457277
42.4239654999983,53.73939676987568
43.4239654999983,69.12595612896756
44.4239654999983,72.50374692992727
45.4239654999983,84.16872824642773
46.4239654999983,86.79323779035677
47.4239654999983,67.35373464046472
48.4239654999983,64.82390283103965
49.4239654999983,141.4759299692183
50.4239654999983,82.50020209292568
51.4239654999983,129.00375771643002
52.4239654999983,84.86416546088648
53.4239654999983,104.91446659068112
54.4239654999983,58.11248310872169
55.4239654999983,
56.4239654999983,53.863048868526214
57.4239654999983,60.71612382431766
58.4239654999983,52.69069990844213
